winch									winch	/ˈwɪntʃ/	/ˈwɪntʃ/	n	A mechanical device used to pull or lift heavy loads using a rope or chain.	They used a winch to pull the stranded car out of the mud.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT::Training Vocabulary::Equipment
whisper (Halloween)									whisper	/ˈwɪspə˞/	/ˈwɪspə/	v	To speak in a quiet, hushed voice.	We whispered to each other while hiding behind the bushes.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
witch (monster)									witch	/ˈwɪtʃ/	/ˈwɪtʃ/	n	A person, usually a woman, with magical powers, often associated with black cats and broomsticks.	She wore a classic witch costume with a pointy hat and a long cloak.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
which (pron)(pron)		qual							which	/ˈwɪtʃ/	/ˈwɪtʃ/	pron	Used to introduce a clause giving more information about something.		cual						lequel						welcher						quin						quale												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
witch (n)(pron)		bruxa							witch	/ˈwɪtʃ/	/ˈwɪtʃ/	n	A person, often a woman, believed to have magical powers.		bruja						sorcière						Hexe						bruixa						strega												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
with detachment (exp)									with detachment	/ˈwɪθ dɪˈtʰætʃmənt/	/wɪð dɪˈtʰætʃmənt/	exp	With an attitude of emotional distance or lack of personal involvement.	He kicks down the wall with a detachment he doesn't really understand but will learn to embrace.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
war songs (np)									war songs	/ˈwɔr ˈsɔŋz/	/ˈwɔː ˈsɒŋz/	np	Songs related to battle, often meant to inspire or commemorate.	Conny has brought out a lute, and is strumming popular folk songs, he's avoiding war songs, and hymns, which is nice of him.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Songs
war of attrition									war of attrition	/ˈwɔr əv əˈtɹɪʃən/	/ˈwɔːr əv əˈtrɪʃᵊn/	n	A prolonged conflict where each side seeks to wear down the other through continuous losses.	The two companies were locked in a war of attrition, lowering prices until neither could make a profit.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::War
warmth (celebration)		calor	o calor	/u kɐˈlɔɾ/	/u kaˈlɔʁ/	sm	Sensação de conforto, amizade ou afeto.	Ainda lembro do calor de estar cercada por meus entes queridos.	warmth	/ˈwɔrmθ/	/ˈwɔːmθ/	n	A feeling of comfort, friendliness, or affection.	I still remember the warmth of being surrounded by my loved ones.	calidez						chaleur						Wärme						calidesa						calore												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
zombie (monster)									zombie	/ˈzɑmbi/	/ˈzɒmbi/	n	A reanimated corpse, often portrayed as mindless and craving human flesh.	The zombie costume contest at the party was both creepy and fun.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
theory (n)(pron)		teoria							theory	/ˈθiə˞ɹi/	/ˈθɪəri/	n	A system of ideas intended to explain something.		teoría						théorie						Theorie						teoria						teoria												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
thrilling (Halloween)									thrilling	/ˈθɹɪlɪŋ/	/ˈθrɪlɪŋ/	adj	Causing excitement or nervous anticipation.	Telling ghost stories in the dark was both thrilling and terrifying.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
uncommon (adj)(pron)		incomum							uncommon	/ˌənˈkʰɑmən/	/ʌnˈkʰɒmən/	adj	Not frequently occurring; unusual.		infrecuente						inhabituel						ungewöhnlich						inusual						insolito												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
unclear (adj)(pron)		não claro							unclear	/ˌənˈklɪr/	/ʌnˈklɪə/	adj	Not easy to understand or see.		no claro						flou						unklar						no clar						non chiaro												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
unsteady (trying for the first time)									unsteady	/ˌənˈstɛdi/	/ʌnˈstedi/	adj	Lacking stability or balance.	My steps were unsteady when I first tried to skate.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
underfoot (adv)									underfoot	/ˌəndə˞ˈfʊt/	/ˌʌndəˈfʊt/	adv	Beneath one&#x27;s feet.	Smaller creatures only had to worry about being accidentaly crushed underfoot																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
energetic (adj)									energetic	/ˌɛnə˞ˈdʒɛtɪk/	/ˌenəˈdʒetɪk/	adj	Full of energy and enthusiasm.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement Vocabulary::Personality
frustration (trying for the first time)									frustration	/ˌfɹəˈstɹeɪʃən/	/frʌsˈtreɪʃᵊn/	n	The feeling of being annoyed or upset due to failure.	After many failed attempts, frustration started to take over.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
hesitation (trying for the first time)									hesitation	/ˌhɛzəˈtʰeɪʃən/	/ˌhezɪˈtʰeɪʃᵊn/	n	A pause or doubt before doing something.	There was a moment of hesitation before I finally let go of my dad’s hand.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
overcome (trying for the first time)									overcome	/ˌoʊvə˞ˈkʰəm/	/ˌəʊvəˈkʰʌm/	v	To successfully deal with a problem or challenge.	I had to overcome my fear of heights before jumping off the diving board.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
overwritten (adj)(pron)		sobrescrito							overwritten	/ˌoʊvə˞ˈɹɪtn̩/	/#overwritten#/	adj	Replaced or erased by writing over it.		sobrescrito						écrasé						überschrieben						sobrescrit						sovrascritto												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Chamba Vocabulary::English Vocabulary::My_Choice
perseverance (trying for the first time)									perseverance	/ˌpɜ˞səˈvɪrəns/	/ˌpɜːsɪˈvɪərəns/	n	Continued effort despite difficulties.	Through perseverance, I finally learned to whistle.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
recollect (celebration)		recordar	recordar	/ʁɨkuɾˈdaɾ/	/ʁekoʁˈdaʁ/	v	Lembrar-se de algo do passado.	Recordo claramente a emoção de me fantasiar para o festival.	recollect	/ˌɹɛkəˈlɛkt/	/ˌrekəˈlekt/	v	To remember something from the past.	I distinctly recollect the excitement of dressing up for the festival.	recordar						se remémorer						sich erinnern						recordar						ricordare												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
celebration (Day of the Death)									celebration	/ˌsɛləˈbɹeɪʃən/	/ˌselɪˈbreɪʃᵊn/	n	A special event held to honor or remember something important.	The celebration of Día de los Muertos brings families together every year.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
self-aware (adj)									self-aware	/ˌsɛlfəˈwɛr/	/ˌselfəˈweə/	adj	Conscious of one's own emotions, thoughts, and actions.	Armin is self-aware enough to admit that Eren and Mikasa possess skills a lot more suited to their life than he does.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Personality
superstition (Halloween)									superstition	/ˌsupə˞ˈstɪʃən/	/ˌsuːpəˈstɪʃᵊn/	n	A belief that certain actions or objects bring good or bad luck, often irrational.	My grandmother had a superstition about black cats crossing the road.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
ancestral spirits (Paper Lantern Festivals)									ancestral spirits	/ænˈsɛstɹəl ˈspɪrəts/	/ænˈsestrəl ˈspɪrɪts/	n	The souls of one&#x27;s ancestors, honored in traditional rituals.	The festival is a time to connect with ancestral spirits and pay respects.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
anticipation (celebration)		anticipação	a antecipação	/ɐ ɐ̃tɨsipɐˈsɐ̃w̃/	/a ɐ̃tesipaˈsɐ̃w̃/	sm	Sentimento de excitação por algo que está prestes a acontecer.	A antecipação de abrir os presentes no meu aniversário tornava difícil dormir.	anticipation	/ænˌtɪsəˈpʰeɪʃən/	/ænˌtɪsɪˈpʰeɪʃᵊn/	n	A feeling of excitement about something that is going to happen.	The anticipation of opening presents on my birthday made it hard to sleep.	anticipación						anticipation						Antizipation						anticipació						anticipazione												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
anticipation (Halloween)									anticipation	/ænˌtɪsəˈpʰeɪʃən/	/ænˌtɪsɪˈpʰeɪʃᵊn/	n	Excitement or nervousness before an event.	The anticipation of getting candy made the night even more exciting.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
befriending (v)									befriending	/bɪˈfɹɛndɪŋ/	/bɪˈfrendɪŋ/	v	Forming friendships with others.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Rude
the (prep)(pron)		o, a							the	/ðə/	/ðə/	prep	Used to specify a particular person, place, or thing.		el, la						le						der						el						il												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
disguise (Halloween)									disguise	/dəˈskaɪz/	/dɪsˈɡaɪz/	n	A way of altering one&#x27;s appearance to hide identity or take on a different role.	With my mask and cape, my disguise was complete.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
delight (celebration)		deleite	o deleite	/u dɨˈlɐjtɨ/	/u deˈlejtʃi/	sm	Sensação de grande prazer ou alegria.	Lembro-me do deleite de comer meu bolo favorito no festival.	delight	/dɪˈlaɪt/	/dɪˈlaɪt/	n	A feeling of great pleasure or enjoyment.	I remember the delight of eating my favorite cake at the festival.	deleite						délice						Verzückung						delectació						delizia												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
distract from (ph v)									distract from	/dɪˈstɹækt ˈfɹəm/	/dɪˈstrækt ˈfrɒm/	ph v	To divert someone&#x27;s attention from something, often intentionally.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
determination (trying for the first time)									determination	/dɪˌtɜ˞məˈneɪʃən/	/dɪˌtɜːmɪˈneɪʃᵊn/	n	A strong will to keep going despite difficulties.	My determination to learn how to ride a bike helped me succeed.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
disheartened (trying for the first time)									disheartened	/dɪsˈhɑrtn̩d/	/dɪsˈhɑːtᵊnd/	adj	Feeling discouraged after failure.	I felt disheartened when I kept falling off the skateboard.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
a posteriori		a posteriori							a posteriori	/ə #posteriori#/	/ə #posteriori#/	adv	Knowledge or reasoning derived from empirical evidence and experience.		a posteriori						a posteriori						a posteriori						a posteriori						a posteriori												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
a bit of a bummer (exp)									a bit of a bummer	/ə ˈbɪt əv ə ˈbəmə˞/	/ə ˈbɪt əv ə ˈbʌmə/	exp	Something mildly disappointing or unfortunate.	She told him he was a bit of a bummer.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
a complete tool									a complete tool	/ə kəmˈplit ˈtʰul/	/ə kəmˈpliːt ˈtʰuːl/	exp	A slang insult meaning someone is foolish or obnoxious.	Don’t listen to him; he’s just a complete tool.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Slang
a priori		a priori							a priori	/ə pɹaɪˈɔˌɹaɪ/	/ə #priori#/	adv	Knowledge or reasoning based on theoretical deduction rather than empirical observation.		a priori						a priori						a priori						a priori						a priori												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
accomplishment (trying for the first time)									accomplishment	/əˈkʰɑmplɪʃmənt/	/əˈkʰʌmplɪʃmənt/	n	A successful achievement after effort.	Winning the spelling contest was a great accomplishment for me as a child.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
a-lowly (adv)									a-lowly	/əˈloʊli/	/əˈləʊli/	adv	(Archaic or poetic) In a humble or lonely manner.	There was a man, both good and true, <br>All alone and a-lowly. <br>Branded a witch for what he could do <br>Lost in the cosmos, lonely																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Poems
attempt (trying for the first time)									attempt	/əˈtʰɛmpt/	/əˈtʰempt/	n	An effort to do something difficult.	My first attempt at riding a bike ended with me falling over.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
attrition									attrition	/əˈtɹɪʃən/	/əˈtrɪʃᵊn/	n	A gradual reduction in strength due to sustained attack or pressure.	The company faced attrition as employees quit due to the stressful workload.																																					English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
unless (conj)(pron)		a menos que							unless	/ənˈlɛs/	/ənˈles/	conj	Indicates an exception or condition.		a menos que						à moins que						es sei denn que						a menys que						a meno che												English::Conjunction English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
until (conj)(pron)		até							until	/ənˈtʰɪl/	/ənˈtʰɪl/	conj	Up to the point in time or event mentioned.		hasta						jusqu&#x27;à						bis						fins						fino												English::Conjunction English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
at a distance (exp)									at a distance	/ət ə ˈdɪstəns/	/ət ə ˈdɪstᵊns/	exp	Keeping space between oneself and something or someone.																																						English::Expressions::Place English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
as purchase (exp)									as purchase	/əz ˈpʰɜ˞tʃəs/	/əz ˈpʰɜːtʃəs/	exp	Used for grip or leverage.	Then puts her weight on it, using the blade as purchase to swing onty the bear's back.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Fighting
frugality		frugalidade							frugality	/fɹuˈɡæləti/	/fruːˈɡæləti/	n	The practice of being economical and avoiding waste, especially in spending or resource use.		frugalidad						frugalité						Genügsamkeit						frugalitat						frugalità												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
illuminate (Halloween)									illuminate	/ɪˈluməˌneɪt/	/ɪˈluːmɪneɪt/	v	To light up or brighten something.	The candles inside the jack-o&#x27;-lanterns illuminated the dark porch.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
epiphany									epiphany	/ɪˈpʰɪfəni/	/ɪˈpʰɪfᵊni/	n	A sudden realization or profound insight.	While taking a walk, she had an epiphany about what she wanted to do with her life.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
illumination (Paper Lantern Festivals)									illumination	/ɪˌluməˈneɪʃən/	/ɪˌluːmɪˈneɪʃᵊn/	n	The act of lighting up an area, often symbolizing guidance or enlightenment.	The soft illumination of the lanterns created a serene and magical atmosphere.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
epistemology		epistemologia							epistemology	/ɪˌpɪstəˈmɑlədʒi/	/ɪˌpɪstəˈmɒlədʒi/	n	The branch of philosophy concerned with the nature, scope, and limits of human knowledge.		epistemología						épistémologie						Epistemologie						epistemologia						epistemologia												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
ignite (celebration)		acender	acender	/ɐsẽˈdeɾ/	/asẽˈdeʁ/	v	Colocar fogo em algo ou despertar emoções.	A fogueira se acendeu, e todos nos reunimos para contar histórias.	ignite	/ɪɡˈnaɪt/	/ɪɡˈnaɪt/	v	To set something on fire or to spark emotions.	The bonfire ignited, and we all gathered around to tell stories.	encender						enflammer						entzünden						encendre						accendere												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
exhilarating (trying for the first time)									exhilarating	/ɪɡˈzɪlə˞ˌɹeɪtɪŋ/	/ɪɡˈzɪləreɪtɪŋ/	adj	Extremely exciting and thrilling.	The first time I jumped into the pool on my own was an exhilarating experience.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
excising (v)									excising	/ɪkˈsaɪzɪŋ/	/ɪkˈsaɪzɪŋ/	v	Removing or cutting out something.	Historia is excising the horses with Jean.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Cutting
excels at (v)									excels at	/ɪkˈsɛlz ət/	/ɪkˈselz ət/	v	Performs exceptionally well in a particular area.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
embrace (celebration)		abraçar	abraçar	/ɐbɾɐˈsaɾ/	/abɾaˈsaʁ/	v	Segurar alguém de perto como sinal de amor ou aceitação.	No final da celebração, meus avós me abraçaram com carinho.	embrace	/ɪmˈbɹeɪs/	/ɪmˈbreɪs/	v	To hold someone closely as a sign of love or acceptance.	At the end of the celebration, my grandparents embraced me warmly.	abrazar						embrasser						umarmen						abraçar						abbracciare												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
embroidered dress (Day of the Death)									embroidered dress	/ɪmˈbɹɔɪdə˞d ˈdɹɛs/	/ɪmˈbrɔɪdəd ˈdres/	n	A colorful dress decorated with intricate floral patterns, often worn by women at celebrations.	She wore a beautiful embroidered dress to honor her ancestors.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
indulge (celebration)		desfrutar	desfrutar	/dɨʃfɾuˈtaɾ/	/desfɾuˈtaʁ/	v	Permitir-se desfrutar de algo prazeroso.	Durante o festival, desfrutei dos meus doces favoritos sem culpa.	indulge	/ɪnˈdəldʒ/	/ɪnˈdʌldʒ/	v	To allow oneself to enjoy something pleasurable.	During the festival, I indulged in my favorite sweets without feeling guilty.	darse un capricho						se faire plaisir						sich gönnen						consentirsi						indulgere												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
endearing to (adj)									endearing to	/ɪnˈdɪrɪŋ tu/	/ɪnˈdɪərɪŋ tu/	adj	Causing affection or admiration.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Rude
encounter (v)(pron)		encontrar							encounter	/ɪnˈkʰaʊntə˞/	/ɪnˈkʰaʊntə/	v	To unexpectedly meet or come across someone or something.		encontrar						rencontrer						begegnen						trobar						incontrare												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
encouragement (trying for the first time)									encouragement	/ɪnˈkʰɜ˞ɹɪdʒmənt/	/ɪnˈkʰʌrɪdʒmənt/	n	Support or motivation given to someone.	My dad&#x27;s encouragement helped me keep trying despite the difficulties.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
enrapturing									enrapturing	/ɪnˈɹæptʃə˞ɹɪŋ/	/ɪnˈræptʃᵊrɪŋ/	adj	Causing intense delight or fascination.	The book’s story was enrapturing, and I couldn’t put it down.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
Utilitarianims		Utilitarismo							Utilitarianism	/jʊˌtɪləˈtʰɛriəˌnɪzəm/	/ˌjuːtɪlɪˈtʰeəriənɪzᵊm/	n	A moral theory stating that the best action maximizes overall happiness and well-being.		utilitarismo						utilitarisme						Utilitarismus						utilitarisme						utilitarismo												English::Vocabulary Phylosophy Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
cadets (nmp)									cadets	/kəˈdɛts/	/kəˈdets/	nmp	Trainees in a military or training program.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Military Vocabulary::War
commemoration (Paper Lantern Festivals)									commemoration	/kəˌmɛmə˞ˈɹeɪʃən/	/kəˌmeməˈreɪʃᵊn/	n	An act of remembering and honoring someone or something.	The festival is a commemoration of those who have passed away.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
Confucianism		Confucionismo							Confucianism	/kənˈfjuʃəˌnɪzəm/	/kənˈfjuːʃəˌnɪzəm/	n	A philosophical and ethical system based on the teachings of Confucius, emphasizing morality and social harmony.		Confucianismo						confucianisme						Konfuzianismus						confucianisme						confucianesimo												English::Vocabulary Phylosophy Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
nostalgia (celebration)		nostalgia	a nostalgia	/ɐ nuʃtaɫˈʒiɐ/	/a nostawˈʒiɐ/	sf	Desejo sentimental pelo passado.	Toda vez que ouço aquela música, sinto uma onda de nostalgia pela minha infância.	nostalgia	/nɑˈstældʒə/	/nɒsˈtʰældʒə/	n	A sentimental longing for the past.	Every time I hear that song, I feel a wave of nostalgia for my childhood.	nostalgia						nostalgie						Nostalgie						nostàlgia						nostalgia												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Hard_to_Pronounce English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
nostalgia (Halloween)									nostalgia	/nɑˈstældʒə/	/nɒsˈtʰældʒə/	n	A sentimental longing for past experiences.	Seeing kids in costumes filled me with nostalgia for my childhood Halloweens.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
parade (celebration)		desfile	o desfile	/u dɨˈʃfilɨ/	/u desˈfili/	sm	Processão pública, frequentemente com performances e decorações.	O desfile apresentou carros alegóricos lindamente decorados e dançarinos tradicionais.	parade	/pə˞ˈɹeɪd/	/pəˈreɪd/	n	A public procession, often with performances and decorations.	The parade featured beautifully decorated floats and traditional dancers.	desfile						parade						Parade						cavalcada						parata												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
portcullis	<img src="_portcullis.JPG">								portcullis	/pɔrtˈkʰələs/	/ˌpɔːtˈkʰʌlɪs/	n	A heavy, vertically sliding gate made of iron or wood, used to secure a fortress or castle.	The castle’s portcullis was lowered just in time to stop the invaders from entering.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Castles
procession (Day of the Death)									procession	/pɹəˈsɛʃən/	/prəˈseʃᵊn/	n	A solemn or festive parade, often with music and offerings.	A procession of people carrying candles walked through the town at sunset.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
procession (Paper Lantern Festivals)									procession	/pɹəˈsɛʃən/	/prəˈseʃᵊn/	n	A ceremonial parade or march, often involving lanterns and prayers.	A procession of monks carried glowing lanterns through the temple grounds.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
reflection (Paper Lantern Festivals)									reflection	/ɹɪˈflɛkʃən/	/rɪˈflekʃᵊn/	n	A moment of deep thought or contemplation, often about life and the past.	Watching the lanterns drift away, she felt a sense of peace and reflection.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
